Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,
2010-07-09,MelbourneAirport,1.7,14.6,0,0.2,9,N,41,N,N,20,28,78,53,1029.6,1026.5,0,3,6.6,14.1,No,No,
2010-07-11,MelbourneAirport,8.2,15.7,0,2,9,NW,48,N,NW,17,24,72,54,1016.8,1017.4,1,5,11.6,14.9,No,No,
2010-07-18,MelbourneAirport,6.7,12.8,0,2.2,4,N,65,N,N,41,20,76,57,1018.2,1015.6,5,7,8.7,11.3,No,Yes,
2010-07-21,MelbourneAirport,4.1,13,5.4,1.6,8,SSE,22,N,SSE,4,15,86,68,1029.9,1029,1,5,8.5,11.9,Yes,No,
2010-07-26,MelbourneAirport,3.5,14.8,0,1.2,8,SSE,28,N,SSW,9,15,85,49,1036.2,1035.1,3,5,8.5,14.2,No,No,
2010-08-02,MelbourneAirport,7,13.6,6.8,5.2,8,SW,74,SW,S,24,37,87,66,1024,1025.2,1,7,9.7,12.4,Yes,Yes,
2010-08-17,MelbourneAirport,3,13.4,0.6,2.6,8,N,43,NNW,NNE,15,17,72,53,1023.1,1019.4,6,7,7.5,12.8,No,No,
2010-08-21,MelbourneAirport,5.1,14.7,0.2,2.4,7,W,48,NNW,W,24,28,68,43,1016,1015.7,5,7,9.3,14.1,No,No,
2010-09-02,MelbourneAirport,7.5,11.9,4,0.6,6,S,39,SE,S,17,28,77,54,1020.6,1021.5,7,6,10,10.8,Yes,No,
2010-09-11,MelbourneAirport,5.4,16.7,3,2.6,6,WNW,39,N,W,19,19,63,47,1018.2,1017.6,6,7,11.7,15.6,Yes,No,
2010-10-08,MelbourneAirport,7.4,15.9,0,4,6,SW,35,SW,S,20,20,80,72,1026.4,1026.1,7,7,11.3,13.7,No,No,
2010-10-22,MelbourneAirport,12.2,27.2,0,6.2,10,WNW,61,N,N,30,37,59,31,1017.4,1013.7,1,5,19.4,26.6,No,Yes,
2010-11-09,MelbourneAirport,9.5,27.5,0,5,13,N,44,ENE,NW,7,20,59,33,1023.8,1019.9,0,4,17.4,26.3,No,No,
2010-11-15,MelbourneAirport,9.2,16.5,0.6,3,5,S,35,SW,S,15,26,77,67,1016.5,1015,7,7,12.8,15.1,No,No,
2010-11-19,MelbourneAirport,7.4,18,0.6,3.2,13,S,46,SE,S,28,22,50,51,1025.7,1024.5,2,1,12.9,17,No,No,
2010-12-13,MelbourneAirport,8.7,22,0.2,4,11,SSW,24,WSW,ESE,13,6,56,42,1015.5,1014.4,2,6,15,19.9,No,No,
2011-01-04,MelbourneAirport,8.5,22.6,0,5.6,12,S,37,S,S,17,26,61,47,1014.1,1011.1,4,3,15.1,19.9,No,No,
2011-01-08,MelbourneAirport,22.4,34.7,0,13.6,10,N,63,N,N,44,26,53,31,1008.7,1007.4,1,7,25.9,32.7,No,Yes,
2011-02-14,MelbourneAirport,10.6,23.9,0,4.4,12,S,31,SSE,SSE,13,9,78,56,1024.6,1022.6,2,1,16.1,21.9,No,No,
2011-03-06,MelbourneAirport,7.9,26.5,0,4.8,12,N,59,N,NE,28,22,60,34,1025,1022.3,0,1,16.9,25.5,No,No,
2011-03-19,MelbourneAirport,9.1,22.8,0,3.6,9,S,26,SSW,SSE,9,15,77,55,1016.2,1013.1,5,2,13.3,21.1,No,No,
2011-03-28,MelbourneAirport,12.3,24.5,0,1.8,8,SSE,31,NNE,NW,11,6,80,42,1028.1,1024.4,8,3,14,24,No,No,
2011-05-11,MelbourneAirport,4.7,12.7,0.4,2,7,WSW,59,W,W,28,30,68,66,1010.7,1009.5,4,7,8.4,9,No,No,
2011-06-12,MelbourneAirport,6.7,13.2,0.2,1.4,4,S,31,SW,S,7,24,99,66,1031.4,1029.1,8,2,7.7,12.7,No,No,
2011-06-18,MelbourneAirport,7.5,15.9,1,1.6,5,WSW,50,W,WSW,17,20,82,69,1014.1,1014,7,2,11.9,14.1,No,No,
2011-07-04,MelbourneAirport,6.2,14.5,0.4,1.2,5,NW,76,NNW,NW,28,35,65,54,1007.2,1003.5,4,7,11.4,12.7,No,No,
2011-07-27,MelbourneAirport,1.7,14,0.2,1,9,NNW,39,N,N,17,24,78,47,1029.1,1027.1,1,2,5.3,13.2,No,No,
2011-09-07,MelbourneAirport,3.9,15.5,0.2,2.8,8,S,43,W,SSW,19,13,55,35,1020.4,1019.9,1,5,10.7,13.5,No,No,
2011-09-25,MelbourneAirport,5.3,18.6,0,3.2,11,SSE,37,SE,SSE,13,19,62,36,1025.3,1022.3,2,1,11.8,17.9,No,No,
2011-09-30,MelbourneAirport,8.1,15.8,5.4,2.4,5,WNW,41,WSW,WSW,30,19,59,72,1004.4,1001.7,6,7,12.5,11,Yes,Yes,
2011-10-11,MelbourneAirport,7.6,16.7,1.2,3.2,4,SW,46,W,SW,15,30,72,43,1013.8,1013.6,7,7,11.2,16,Yes,No,
2011-10-27,MelbourneAirport,8.9,24.1,0,5.6,10,N,57,N,NW,41,20,55,33,1020.4,1017.4,6,7,15.2,22.5,No,No,
2011-10-29,MelbourneAirport,14.2,21.8,11.4,3.8,9,WSW,50,SSW,WSW,11,31,86,44,1010.3,1010.9,7,4,15.7,20.2,Yes,No,
2011-11-07,MelbourneAirport,13,27.7,0.2,2.8,9,SSE,37,NE,S,9,26,81,47,1013.8,1009.8,7,3,15.7,25.9,No,Yes,
2011-11-09,MelbourneAirport,17.8,28.2,0.2,4.8,6,N,65,N,NNW,43,39,72,51,1008.1,1005.2,7,3,21.3,27.2,No,Yes,
2011-11-25,MelbourneAirport,12.7,22.4,0,6.2,4,NNE,28,E,N,9,11,70,64,1019.6,1016.5,2,7,17.8,21.1,No,Yes,
2011-12-03,MelbourneAirport,12.1,19.4,0,5.8,6,S,43,SW,SSW,9,20,69,50,1020.5,1018.7,7,7,14.7,17.8,No,No,
2011-12-12,MelbourneAirport,7.9,19.2,0,5.8,7,SSW,44,SSW,S,20,20,55,46,1010.1,1009.7,7,7,14.2,18,No,No,
2012-01-15,MelbourneAirport,13.3,23.6,0,4.8,10,SE,33,SSE,S,13,20,63,48,1021,1018.4,7,1,16,21.4,No,No,
2012-01-21,MelbourneAirport,16.4,25.9,0,2.6,5,S,48,SSE,S,24,28,83,66,1017.4,1016.3,8,7,18.6,23.1,No,No,
2012-01-27,MelbourneAirport,15.8,30.6,0,8,13,SSE,39,WSW,SSE,9,19,71,38,1017.2,1013.8,4,1,19.9,29.5,No,No,
2012-01-31,MelbourneAirport,11.8,19.3,5,10.4,4,SSE,54,SW,S,20,35,83,42,1013.2,1015.8,7,5,13.9,18,Yes,No,
2012-02-10,MelbourneAirport,15.3,25.8,0,6.2,7,S,52,SW,S,11,30,77,46,1011.7,1010,7,6,18.3,25,No,Yes,
2012-02-18,MelbourneAirport,14.7,26.6,0.2,3.2,8,SSE,30,SW,S,7,11,87,57,1018.2,1015.4,7,3,17.3,24.5,No,No,
2012-03-07,MelbourneAirport,11.3,21.1,0.8,4.8,11,SE,54,SE,ESE,24,31,72,38,1028.2,1026.1,1,7,14.4,20.2,No,No,
2012-03-12,MelbourneAirport,13.2,22.4,0,4.2,11,SSE,30,SE,SSW,15,13,61,47,1020.9,1018.9,7,1,15.9,21.1,No,No,
2012-03-17,MelbourneAirport,9.6,20.2,10,2.4,10,SSE,35,W,S,11,20,80,56,1019,1019.6,2,5,13.9,19.4,Yes,No,
2012-03-27,MelbourneAirport,8.8,19.2,0,2,6,SSE,35,NA,SSE,0,20,88,60,1024.6,1022.9,2,7,14,18.5,No,No,
2012-04-06,MelbourneAirport,14.4,28,0,4.8,8,N,74,N,N,33,44,63,45,1014.6,1009.1,7,6,22.6,26.8,No,Yes,
2012-04-20,MelbourneAirport,11.8,22.4,0.4,2.8,6,SSE,26,W,SSE,7,11,91,61,1018,1016.1,7,4,16.6,21.6,No,No,
2012-04-30,MelbourneAirport,3.8,17.2,0,2.6,5,N,52,N,N,13,28,75,51,1024.6,1021.1,7,7,8.7,16.7,No,No,
2012-05-08,MelbourneAirport,10.4,19.3,0,4,10,N,72,N,N,46,35,60,49,1014.2,1012.4,2,2,13.7,18.8,No,No,
2012-05-11,MelbourneAirport,8.2,16.5,0.2,3.2,6,SW,46,WNW,SW,17,24,70,53,1018.7,1017.7,5,5,12.3,14.7,No,No,
2012-05-21,MelbourneAirport,3.8,15.9,0,1.2,9,N,54,N,NW,30,28,76,45,1023.8,1020.7,1,6,8.1,14.2,No,No,
2012-06-11,MelbourneAirport,2.3,13.9,0.2,1,9,N,26,N,SE,13,7,89,63,1026.7,1023.3,2,1,5.6,13.5,No,No,
2012-07-11,MelbourneAirport,9.6,15.3,1.4,0.4,4,NW,56,N,N,30,30,77,72,1013.8,1014,7,7,11.9,12.5,Yes,No,
2012-07-21,MelbourneAirport,4.5,15.8,0,0.8,6,SW,26,WNW,SSE,11,11,86,63,1033.4,1032.1,3,7,9.9,14.4,No,No,
2012-07-26,MelbourneAirport,7.9,12.7,6.2,2.2,7,N,59,N,N,39,43,81,71,1007.8,1006.6,3,6,9,12.4,Yes,Yes,
2012-08-05,MelbourneAirport,6.6,16.4,0,3.2,6,W,70,N,WNW,20,35,78,46,1009.5,1006.2,7,7,10.3,15.4,No,Yes,
2012-08-15,MelbourneAirport,4.1,14.1,4,2.2,5,NNW,48,NNW,NNW,15,30,79,57,1015.7,1012.3,7,7,8.2,12.8,Yes,No,
2012-08-31,MelbourneAirport,5.6,13.2,4.6,3.8,8,W,50,SSW,S,17,24,96,50,1019.5,1020.8,7,3,8,12.1,Yes,No,
2012-09-01,MelbourneAirport,5.5,13.9,0.2,3,6,NNW,22,SW,S,9,9,67,44,1026.9,1024.6,7,1,9.3,13.5,No,No,
2012-09-09,MelbourneAirport,8.5,17.6,0.4,2.6,7,SW,33,WSW,WSW,15,9,72,45,1026,1024.3,7,0,11.6,16.9,No,No,
2012-09-29,MelbourneAirport,3.6,12.4,6.2,3.8,8,WSW,85,W,W,39,26,56,81,1008.2,1011.8,1,7,8.8,8.6,Yes,Yes,
2012-10-20,MelbourneAirport,10.4,22.4,0.2,6.2,9,SW,39,W,S,15,17,74,41,1015.8,1013.6,8,7,12.3,21,No,No,
2012-10-26,MelbourneAirport,8.3,15.5,0,5.4,6,SW,54,SW,W,24,26,64,65,1014.2,1012.6,6,7,10.7,14.4,No,Yes,
2012-11-10,MelbourneAirport,6.7,19.9,0.2,5.8,9,SSE,35,S,S,11,17,70,43,1026.4,1024.3,5,2,12.7,18.1,No,No,
2012-11-15,MelbourneAirport,5.4,18.7,0,5.4,4,SSW,33,SW,SW,11,13,69,45,1016.2,1015.2,7,8,13.7,18.2,No,No,
2013-01-01,MelbourneAirport,12.1,28.9,0,7,13,SSW,50,SSW,SSE,7,20,67,40,1013.8,1011.5,3,7,17.1,25.8,No,No,
2013-01-05,MelbourneAirport,17.8,27.5,0,21.6,12,S,43,S,S,17,30,69,35,1014.8,1016.4,6,5,20.3,25.8,No,No,
2013-01-23,MelbourneAirport,15.2,23.3,0,9,13,SSW,48,SE,S,28,31,57,37,1018.5,1016.7,3,1,17.5,22,No,No,
2013-03-02,MelbourneAirport,13.1,26.3,0,8,12,SE,48,SE,SE,22,22,62,33,1025.4,1022,1,1,16.3,24.7,No,No,
2013-03-04,MelbourneAirport,13.4,31.5,0,7.6,12,N,43,N,E,33,13,44,24,1020.4,1017.6,1,1,22.9,30.8,No,No,
2013-03-13,MelbourneAirport,24.3,26.5,0,16.4,9,N,54,N,SSW,24,30,44,32,1007.3,1009.5,6,6,25.6,26.2,No,No,
2013-04-09,MelbourneAirport,12.7,22.3,0,2.6,9,SSW,31,NE,SSE,9,15,78,58,1027.1,1023.3,6,1,17.5,21.7,No,No,
2013-05-06,MelbourneAirport,2.1,18.6,0,2.2,9,NE,37,NW,NNE,7,15,65,28,1026.8,1022.9,3,7,9.5,18.4,No,No,
2013-06-19,MelbourneAirport,2.3,12.9,0,1,8,SSE,30,WNW,SSE,9,17,91,53,1027.3,1025.7,1,2,6.8,12.4,No,No,
2013-06-21,MelbourneAirport,1.1,13.7,0,1.4,9,N,31,N,N,20,15,81,51,1021.5,1019.7,3,2,6.3,13.3,No,No,
2013-06-22,MelbourneAirport,0.6,13.5,0,0.8,9,N,26,N,SSE,17,13,71,47,1025.4,1025.2,1,1,6.7,13,No,No,
2013-06-23,MelbourneAirport,1.1,12.9,0,1.8,9,N,24,N,SSE,13,9,79,49,1031.5,1029.1,1,1,4.5,12.7,No,No,
2013-07-07,MelbourneAirport,4,12.3,2,1.2,4,N,35,N,N,30,28,83,75,1025.3,1024.6,1,6,6.4,10.7,Yes,No,
2013-07-27,MelbourneAirport,7.7,13.3,0,2.2,4,N,67,NNE,NNE,22,37,71,61,1027,1023.6,5,7,9.7,12.7,No,No,
2013-08-02,MelbourneAirport,4.4,13.1,0,3.8,5,N,67,N,WNW,50,30,61,56,1011.5,1009.2,6,4,10.5,12.3,No,Yes,
2013-08-16,MelbourneAirport,7.4,15.7,0,4.4,8,N,93,N,NNE,46,50,73,44,1015.3,1004.5,6,1,8.6,15.1,No,No,
2013-10-09,MelbourneAirport,10.6,25.8,0,6.6,8,N,81,N,N,54,48,55,39,1012.6,1008.2,4,7,15.9,23.3,No,No,
2013-11-03,MelbourneAirport,11.2,16.4,0.4,6.8,9,SW,61,SW,SSW,35,35,54,78,1017.5,1021.2,7,7,13,12.4,No,Yes,
2013-11-04,MelbourneAirport,6.5,16.9,2.8,4.8,12,SSE,46,SSW,S,20,28,61,42,1028.9,1029.4,4,4,12.2,15.2,Yes,No,
2013-11-25,MelbourneAirport,11.8,21.7,0.2,3.8,12,SSE,44,S,SSE,13,26,68,42,1014.8,1012.8,7,1,15,21.2,No,No,
2014-01-05,MelbourneAirport,8.8,27.2,0,5.8,12,SW,78,NNW,NW,26,46,48,24,1006.6,1001.9,1,4,17.3,24.2,No,No,
2014-01-07,MelbourneAirport,11.6,19.1,0,6.6,7,SSE,54,S,S,28,35,54,52,1024,1023.1,7,7,13.6,16.4,No,No,
2014-02-04,MelbourneAirport,13.7,25,0.6,7.6,12,SE,59,SSE,S,33,41,55,44,1022.2,1019.9,3,1,17.8,22.9,No,No,
2014-02-25,MelbourneAirport,12.3,36.4,0,5.4,8,WNW,57,N,WNW,39,39,33,12,1010,1005.5,2,7,25.1,33.6,No,No,
2014-03-08,MelbourneAirport,14.1,27.9,0,3.6,10,S,31,SW,S,9,20,81,49,1022.1,1019.1,7,5,18.2,26.4,No,No,
2014-03-12,MelbourneAirport,14,21.3,3.4,4.8,9,SW,43,SW,S,20,19,78,40,1020.5,1020.2,7,7,15.2,20,Yes,No,
2014-03-19,MelbourneAirport,9.2,22.1,0,4.6,11,SSE,33,WNW,S,11,17,77,49,1027.5,1025.8,1,1,14.2,21,No,No,
2014-04-12,MelbourneAirport,14.3,20.7,4.6,0.6,7,S,37,SSE,S,22,26,81,70,1018.9,1017.4,5,6,16.8,20,Yes,No,
2014-04-13,MelbourneAirport,10.9,20.4,0,2.6,7,S,35,S,SSE,13,24,85,55,1021.1,1020,7,6,14,19.7,No,No,
2014-04-15,MelbourneAirport,8,19.5,0,3.6,10,S,35,S,S,9,24,78,55,1024.3,1021.8,1,2,14.3,18.9,No,No,
2014-04-28,MelbourneAirport,4.2,21,0,3.2,5,N,81,N,N,31,31,66,42,1020.7,1016.3,7,7,15.2,20.7,No,No,
2014-06-20,MelbourneAirport,8.1,14.7,0,2.2,5,N,61,N,N,41,31,83,69,1014.1,1012.2,4,7,10.4,12.8,No,No,
2014-08-03,MelbourneAirport,0,13.8,0,0.6,10,N,28,N,N,20,11,66,32,1034.3,1031.9,1,4,4.5,13,No,No,
2014-08-04,MelbourneAirport,1.4,14.1,0,3.2,10,N,31,N,NW,24,7,64,35,1034.1,1031.2,1,1,5.2,14,No,No,
2014-08-30,MelbourneAirport,8.2,20.8,0,1,10,N,41,NNE,N,9,28,81,39,1026.3,1021.9,1,1,12,19.9,No,No,
2014-09-03,MelbourneAirport,4.4,13.1,1.6,1.6,4,SSE,31,SW,S,13,15,76,53,1023.8,1020.6,7,7,9.2,12.1,Yes,No,
2014-09-11,MelbourneAirport,9.6,15.4,3.8,4.2,5,WSW,54,W,SW,22,22,73,61,1016.7,1018.6,3,7,11.2,11.9,Yes,No,
2014-12-15,MelbourneAirport,13.5,25.1,0,6,11,SSE,33,SSW,S,7,20,73,54,1009.5,1005.6,7,6,17.7,23.4,No,No,
2014-12-17,MelbourneAirport,8.5,22.5,0,14.2,13,S,44,SW,ESE,19,15,50,28,1009.1,1007.7,3,3,15.3,20.8,No,No,
2014-12-18,MelbourneAirport,9.2,24.4,0,7.2,7,SW,74,NW,WSW,17,24,34,23,1005.8,1005.4,1,7,20.5,23.5,No,Yes,
2014-12-22,MelbourneAirport,15.8,25.4,0,8.8,4,S,28,NA,S,0,15,79,58,1013.1,1009.8,7,7,18.7,24.4,No,No,
2015-01-19,MelbourneAirport,13.3,22.7,0,8,10,SE,39,SE,S,17,22,51,36,1018.3,1014.1,7,7,14.8,21.5,No,No,
2015-01-22,MelbourneAirport,16.7,36,0,11.4,10,S,50,NA,NNW,0,24,78,24,1012.2,1006.5,2,6,20.5,34.1,No,No,
2015-01-23,MelbourneAirport,18.9,27.8,0,10.2,12,SSE,44,S,SSE,11,31,56,52,1005.4,1005.9,1,1,24.1,24.6,No,No,
2015-01-25,MelbourneAirport,13.6,23,0.2,8.2,11,SW,59,SW,WSW,28,37,61,21,1007.3,1008.7,7,5,15.7,22.3,No,No,
2015-01-31,MelbourneAirport,12,23,0,8,9,S,52,SW,SSW,20,24,67,40,1012,1011.4,7,7,16.6,22,No,No,
2015-02-12,MelbourneAirport,17.3,25.3,0,9.2,7,SSE,35,SE,S,24,17,64,41,1025.2,1022,8,7,17.8,24.3,No,No,
2015-03-01,MelbourneAirport,13.1,21.6,16.8,10.2,11,SSE,44,SW,S,19,28,82,54,1011.6,1015,1,5,15.8,19.8,Yes,No,
2015-03-10,MelbourneAirport,14.3,23.3,0,5.4,9,SSE,33,SW,S,9,13,66,40,1018.4,1016.2,7,1,15.6,22.6,No,No,
2015-03-11,MelbourneAirport,9.3,26.6,0,7.8,11,SSE,39,NW,S,15,24,54,35,1015.6,1014.6,5,3,17.3,24.1,No,No,
2015-04-29,MelbourneAirport,5.6,17.1,0.2,1.6,9,SSE,20,NNW,S,6,4,84,46,1032,1029.2,1,2,11.4,16.7,No,No,
2015-05-01,MelbourneAirport,4.9,22.5,0,2,10,NNE,43,NNE,NNE,13,24,66,36,1027.9,1023.5,1,2,14.2,22.1,No,No,
2015-05-04,MelbourneAirport,6,22.5,0,2.8,9,N,78,NNW,N,11,35,74,34,1015.7,1009.9,5,1,13.5,21.9,No,Yes,
2015-05-07,MelbourneAirport,7.9,15,0.4,3.2,4,WSW,52,WNW,W,30,30,66,62,1018.9,1018.7,3,7,11.4,12.8,No,No,
2015-05-13,MelbourneAirport,5.3,12.4,1,3.4,4,SSW,56,W,SW,24,28,79,54,1023.1,1024.7,5,6,6.4,11.5,No,No,
2015-06-01,MelbourneAirport,2.9,11.1,5.4,1.8,6,SW,44,WSW,SSW,15,22,88,58,1023.9,1024.6,7,6,5.2,9.6,Yes,No,
2015-06-11,MelbourneAirport,2.9,13.4,0,1.6,8,ESE,19,N,SSE,13,6,86,57,1038.2,1035.2,5,0,6.8,13.1,No,No,
2015-06-14,MelbourneAirport,5.2,17.6,0,2.6,6,N,28,N,E,19,13,78,57,1028.2,1025.2,7,6,9.5,16.7,No,No,
2015-07-18,MelbourneAirport,3.5,11.1,4,0.8,7,S,31,SW,SSE,7,17,91,48,1030.9,1030.8,7,2,6.9,10.3,Yes,No,
2015-07-24,MelbourneAirport,6,14.4,1.2,2,4,N,52,NNE,N,30,30,87,74,1013,1009,7,3,10.6,13.8,Yes,Yes,
2015-08-24,MelbourneAirport,6.5,13.5,0,2,4,SSE,54,SSW,S,9,30,79,70,1023.9,1020.9,7,7,8.5,11.9,No,No,
2015-10-05,MelbourneAirport,10.8,34.6,0,5.6,10,N,59,N,NNW,28,31,48,13,1020.8,1017,7,6,21.3,32.6,No,No,
2015-10-17,MelbourneAirport,9.4,22.3,0.4,4.8,8,S,37,SW,S,13,17,82,31,1025,1024.8,7,2,13.6,21.3,No,No,
2015-10-28,MelbourneAirport,7.7,27.3,0,8,12,N,59,N,ENE,43,13,39,25,1022.5,1019.3,1,3,17.2,25.8,No,No,
2015-10-31,MelbourneAirport,14,25.9,3,8.8,5,N,78,SW,N,11,43,94,51,1015.3,1010.8,8,6,15,24.4,Yes,Yes,
2015-11-24,MelbourneAirport,9.7,27.3,0,5.8,11,W,33,WNW,WSW,13,11,55,23,1017.4,1012.1,6,3,15.9,26.3,No,No,
2015-11-30,MelbourneAirport,8.3,33,0,4,11,NW,78,N,N,35,37,41,19,1009,1003.3,0,5,21.2,30.7,No,Yes,
2015-12-02,MelbourneAirport,6.8,19.6,0,9.8,13,SSE,54,SW,SSE,26,33,44,39,1021.5,1022.6,2,6,13,17,No,No,
2015-12-16,MelbourneAirport,16,29.7,0,8.6,11,S,44,S,SSW,9,31,77,37,1017,1014.3,7,1,18.7,27.5,No,No,
2015-12-19,MelbourneAirport,17.9,43.1,0,16,8,N,76,N,NNW,46,41,18,10,1007,1003.7,4,6,33.8,40.4,No,No,
2016-01-02,MelbourneAirport,15.7,27.5,0,8,9,SSE,56,SW,S,17,35,70,56,1016.5,1012.6,8,5,17.2,24.6,No,No,
2016-01-07,MelbourneAirport,14.6,23.4,0,6.2,11,SSE,46,S,S,19,30,71,50,1020.9,1020.5,7,4,18.5,21.7,No,No,
2016-02-06,MelbourneAirport,13.5,32.5,0,8,13,N,44,N,E,28,9,46,26,1017.3,1014.3,0,1,23.6,31.2,No,No,
2016-02-13,MelbourneAirport,16.4,37.5,0,8,11,WNW,50,N,SE,20,17,26,24,1009.1,1005.5,4,3,27.3,32.6,No,No,
2016-04-08,MelbourneAirport,10.2,20.1,0,0.8,5,W,30,N,SW,7,20,70,40,1023.5,1022,7,6,14.6,18.7,No,No,
2016-05-10,MelbourneAirport,12,16.6,10.6,2.2,5,W,65,W,WSW,33,41,84,47,1003.1,1009,8,5,13.7,15.9,Yes,No,
2016-05-23,MelbourneAirport,11,16.3,0.8,5.6,7,WSW,61,W,W,28,31,61,37,1017.2,1017.6,2,6,12.4,15.3,No,Yes,
2016-06-15,MelbourneAirport,6.2,17.5,0,3,8,N,43,N,W,22,9,75,51,1032.6,1028.6,1,1,9.6,16.2,No,No,
2016-08-16,MelbourneAirport,8.6,18,0,4,8,N,61,N,N,41,33,70,50,1026,1021.6,1,6,12.1,17.4,No,No,
2016-08-25,MelbourneAirport,4.5,12.9,0,1.6,7,WSW,41,WSW,SSW,11,28,85,56,1015.3,1015.8,7,5,8,11.7,No,No,
2016-08-29,MelbourneAirport,7.3,18.6,0,4,9,N,48,N,N,31,35,68,35,1024.9,1022.3,6,2,11.6,17.8,No,No,
2016-09-05,MelbourneAirport,10,18,0,2.6,7,N,24,N,WNW,9,11,70,54,1029.9,1027.8,5,7,13,16.8,No,No,
2016-09-20,MelbourneAirport,6.5,18.7,0,2.6,10,NNE,52,NNE,N,28,35,58,48,1015.1,1012.6,1,5,13.6,16.5,No,Yes,
2016-10-08,MelbourneAirport,5.9,16.7,0.2,2.4,11,S,37,SSW,SSE,15,13,74,47,1022,1020.5,6,1,10.5,15.6,No,No,
2016-10-14,MelbourneAirport,2.2,21.7,0,4.4,12,N,41,N,N,13,26,74,32,1025.4,1020.9,1,1,9.6,21.2,No,No,
2016-10-23,MelbourneAirport,5.7,13.2,24.8,5.6,6,SSE,48,SSW,S,19,24,85,53,1026,1025.3,7,7,8.6,12.2,Yes,No,
2016-12-12,MelbourneAirport,7.8,33,0,6.2,12,NW,44,NNE,NNW,11,22,62,16,1019.2,1015.3,7,7,18.7,30.9,No,No,
2016-12-20,MelbourneAirport,13.8,23.2,2.4,13,9,SW,52,SW,WSW,28,28,82,25,1008.2,1008.5,7,1,13.9,22.2,Yes,No,
2016-12-21,MelbourneAirport,9.6,20.4,0,8,7,SSW,50,WSW,SSE,24,20,55,50,1016.1,1017.8,5,5,15.9,19.7,No,No,
2016-12-28,MelbourneAirport,18.7,38.2,1.4,2.4,7,NNE,87,NNE,N,35,50,46,29,1002.9,999.5,7,4,27.2,34,Yes,No,
2017-01-03,MelbourneAirport,13.3,21.2,0.6,4,9,SSE,39,S,SSE,17,20,65,55,1022.1,1019.4,7,1,15.5,19.9,No,No,
2017-01-20,MelbourneAirport,15.1,21,16.6,9.4,5,SW,63,NW,SSW,11,33,88,55,995.3,1001.7,8,7,18.4,19.3,Yes,No,
2017-02-15,MelbourneAirport,7.8,31.8,0,6,12,N,63,N,N,31,39,63,18,1013,1008.3,6,3,17,29.2,No,No,
2017-02-26,MelbourneAirport,11.5,30.2,0,7.2,12,S,41,W,E,7,19,82,34,1021.5,1018.8,1,2,16.6,29.4,No,No,
2017-03-01,MelbourneAirport,14.8,33.2,0,11.2,12,SSE,35,N,SSE,11,22,41,17,1021.1,1019.2,0,1,22.8,31.7,No,No,
2017-03-23,MelbourneAirport,14.2,24.8,0.4,2,9,S,35,SSE,S,19,15,82,49,1020.4,1018.4,7,7,17,24.2,No,No,
2017-03-30,MelbourneAirport,7.6,18.8,3.2,6.4,8,SSW,52,W,S,22,30,78,47,1016.5,1017.4,4,6,11,16.4,Yes,No,
2017-04-13,MelbourneAirport,8.5,23.6,0,1.8,10,S,26,N,SSW,9,15,83,46,1024.7,1021.5,1,1,14,22.7,No,No,
2017-04-14,MelbourneAirport,10.8,17.6,0.2,4,4,S,31,WSW,SSE,11,19,79,65,1024.7,1022.7,2,7,14.9,17.2,No,No,
2017-06-18,MelbourneAirport,5.9,15.9,0,0.8,4,S,26,N,S,7,11,90,61,1030,1028.9,7,4,10,15.5,No,No,
2017-06-23,MelbourneAirport,5.5,13.2,0,1.6,6,N,57,NNW,N,19,35,68,66,1018.7,1014,1,7,9.6,11.2,No,Yes,
2008-07-01,Melbourne,9.5,15.4,2,2.8,7,W,63,W,W,37,35,60,38,1006.8,1010.3,1,7,11,14.6,Yes,No,
2008-07-02,Melbourne,11,14.5,0.6,5.2,4,W,63,W,WSW,30,35,66,52,1013.4,1016.2,7,4,11.8,13.7,No,Yes,
2008-07-10,Melbourne,4.2,13.5,3,2.2,7,WNW,69,N,WNW,15,46,87,33,1009.4,1006.7,6,3,9,12.2,Yes,No,
2008-07-26,Melbourne,4.7,13.3,0,2,4,N,41,N,NNE,24,20,79,54,1017.3,1013.7,4,7,6.6,12.8,No,Yes,
2008-08-02,Melbourne,8.6,15.3,0.6,3,6,WSW,46,W,WSW,19,26,78,55,1015.9,1016.1,5,6,9.8,14.6,No,No,
2008-08-03,Melbourne,7.9,14.9,0,1.4,5,N,52,N,N,22,30,69,54,1019.2,1015.7,2,4,10,13.7,No,No,
2008-08-08,Melbourne,4.4,14.7,0.4,2.2,8,NNW,35,NNW,NW,19,24,61,41,1021.8,1018.9,2,6,6.8,14,No,Yes,
2008-08-26,Melbourne,5.9,17.3,0,3.2,6,W,46,N,WSW,28,26,45,32,1020.9,1021.1,3,5,12.1,16.2,No,No,
2008-08-29,Melbourne,7.3,19.3,0.4,1.4,10,N,41,N,NNE,19,22,81,32,1025.8,1020.9,1,3,8.9,18.4,No,No,
2008-10-03,Melbourne,10.9,26.2,0,6,5,WNW,59,N,W,35,24,40,81,1011.4,1013.4,1,7,21.7,16.7,No,Yes,
